validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
False,Siwiak's Homestyle Cooking,Restaurant,"110 South Pike Road, Sarver, Pennsylvania 16055, United States",,"Wednesday Mar 2 from 11:00 AM to 9:00 PM, Friday Mar 4 from 11:00 AM to 9:00 PM, Friday Mar 11 from 11:00 AM to 9:00 PM, Friday Mar 18 from 11:00 AM to 9:00 PM, Friday Mar 25 from 11:00 AM to 9:00 PM, Friday Apr 1 from 11:00 AM to 9:00 PM, Friday Apr 8 from 11:00 AM to 9:00 PM, Friday Apr 15 from 11:00 AM to 9:00 PM",,,,,(412) 277-1303,todd@smokintoadsbbq.com,,,,True,,False,,40.716846,-79.755292
False,Smokin' Toad's BBQ,Restaurant,"110 South Pike Road, Sarver, Pennsylvania 16055, United States",http://smokintoadsbbq.com/,"Friday Mar 4 from 11:00 AM to 9:00 PM, Friday Mar 11 from 11:00 AM to 9:00 PM, Friday Mar 18 from 11:00 AM to 9:00 PM, Friday Mar 25 from 11:00 AM to 9:00 PM, Friday Apr 1 from 11:00 AM to 9:00 PM, Friday Apr 8 from 11:00 AM to 9:00 PM, Wednesday Mar 2 from 11:00 AM to 9:00 PM, Friday Apr 15 from 11:00 AM to 9:00 PM",,,,,724-353-1111,todd@smokintoadsbbq.com,,True,True,True,,False,,40.716846,-79.755292
True,CNH Javor Fish Fries,Community Organization,"805 East Street, Pittsburgh, Pennsylvania 15212, United States",https://www.facebook.com/cnhjavor,"Friday Apr 15 from 4:30 PM to 8:00 PM, Friday Apr 8 from 4:30 PM to 8:00 PM, Friday Apr 1 from 4:30 PM to 8:00 PM, Friday Mar 25 from 4:30 PM to 8:00 PM, Friday Mar 18 from 4:30 PM to 8:00 PM, Friday Mar 11 from 4:30 PM to 8:00 PM, Friday Mar 4 from 4:30 PM to 8:00 PM",,,,,412.321.8104,,,,,,,True,,40.454882,-79.99854
False,Immaculate Conception Church,Church,"308 2nd Street, Irwin, Pennsylvania 15642, United States",https://www.icirwin.org/,,,,,,,,,,,,,False,,40.333491,-79.708898
False,Rupe's Roadhouse,Restaurant,"325 Camp Horne, Pittsburgh, PA 15202",https://www.facebook.com/rupeshouse/,,,,,,412-415-1087,,,,True,True,,False,,40.51864,-80.090051
True,St. Agnes Church,Church,"11400 St Agnes Lane, North Huntingdon, Pennsylvania 15642, United States",,"Friday Apr 8 from 2:00 PM to 7:00 PM, Friday Apr 1 from 2:00 PM to 7:00 PM, Friday Mar 25 from 2:00 PM to 7:00 PM, Friday Mar 18 from 2:00 PM to 7:00 PM, Friday Mar 11 from 2:00 PM to 7:00 PM, Friday Mar 4 from 2:00 PM to 7:00 PM",,https://stagneschurch.info/2022-lenten-fish-fry-drive-thru/,,drive thru,,,,True,,,,True,,40.31395,-79.73209
True,St. Gabriel of the Sorrowful Virgin,Church,"5200 Greenridge Drive, Pittsburgh, Pennsylvania 15236, United States",https://www.olhpgh.org/,"Friday Apr 8 from 4:00 PM to 6:30 PM, Friday Apr 1 from 4:00 PM to 6:30 PM, Friday Mar 25 from 4:00 PM to 6:30 PM, Friday Mar 18 from 4:00 PM to 6:30 PM, Friday Mar 11 from 4:00 PM to 6:30 PM, Friday Mar 4 from 4:00 PM to 6:30 PM",,https://www.olhpgh.org/stgabff?fbclid=IwAR0W1Um1-xodY5JKdCzVcVODsyPJaeRn86sVtRkY8lKmcViknJ6mrS8xQWc,"Hand Breaded Fried Cod Sandwich Dinner  $12
Baked Orange Roughy Sandwich Dinner  $12
Fried Butterfly Shrimp (7) Dinner $12
Pierogies - (full dozen)  $10
Pierogies - (half dozen)  $5
Cheese Pizza (slice) and Fries $4
Pizza (slice) $2
Haluski $2

All dinners include:  Cole Slaw and choice of French Fries or Baked Potato",,,,,True,,False,,True,,40.35649,-80.005546
False,St. Elizabeth Anne Seton,Church,"200 Leger Road North Huntingdon, PA",https://seasnh.org,,,,,Mack Hall,724-864-6364,,,,,,,False,,40.347939,-79.761435
False,Most Blessed Sacrament,Church,"1526 Union Avenue, Natrona Heights, Pennsylvania 15065, United States",https://guardianangelspgh.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,,,Drive through only,724-226-4900,,,,,,,False,,40.620072,-79.727403
True,St. Louise de Marillac,Church,"310 Mcmurray Road, Pittsburgh, Pennsylvania 15241, United States",https://sclpgh.org/,"Friday Mar 4 from 4:30 PM to 7:00 PM, Friday Mar 11 from 4:30 PM to 7:00 PM, Friday Mar 18 from 4:30 PM to 7:00 PM, Friday Mar 25 from 4:30 PM to 7:00 PM, Friday Apr 1 from 4:30 PM to 7:00 PM, Friday Apr 8 from 4:30 PM to 7:00 PM",,https://stl-family-fish-fry.square.site/,"The Family Fish Fry will be held every Friday in Lent (except Good Friday) beginning March 4, 2022. This year's fish fry will be a TAKE-OUT EVENT ONLY due to COVID restrictions. This event is one of our annual fundraisers for our school. We encourage you to attend the take-out Fish Fry events, enjoy a great meal, and support St. Louise at the same time. ",,412-833-1010,,False,True,True,False,,True,,40.316932,-80.072236
True,The Pub Chip Shop,Restaurant,"1830 E Carson St Pittsburgh, Pennsylvania",https://www.thepubchipshop.com,"Friday Mar 4 from 8:00 AM to 9:00 PM, Friday Mar 11 from 8:00 AM to 9:00 PM, Friday Mar 18 from 8:00 AM to 9:00 PM, Friday Mar 25 from 8:00 AM to 9:00 PM, Friday Apr 1 from 8:00 AM to 9:00 PM, Friday Apr 8 from 8:00 AM to 9:00 PM, Wednesday Mar 2 from 8:00 AM to 9:00 PM, Friday Apr 15 from 8:00 AM to 9:00 PM",,https://www.thepubchipshop.com/food,,Online ordering available,412-381-2447,thepubchipshop@gmail.com,,True,True,True,,True,,40.428466,-79.979369
True,Highland Hose Volunteer Fire Company,Fire Department,"401 East 8th Avenue, Tarentum, PA",https://www.facebook.com/truck280/,"Wednesday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,,"Fish or Shrimp Dinner:  $12
       Fish sandwich or shrimp with fries and cole slaw
Fish Sandwich:  $9 (add cheese for $.50)
Shrimp:  $9
Fresh cut fries:  $6
Cole Slaw:  $1.50
Pop or water:  $.75",upstairs hall - use the door on the right,(724) 224-0999,,False,True,False,False,True,True,,40.604556,-79.753166
True,Saxonburg Volunteer Fire Company - WEDNESDAYS DURING LENT,Fire Department,"210 Horne Avenue, Saxonburg, Pennsylvania 16056, United States",https://www.facebook.com/SaxonburgVFC,"Wednesday Mar 2 from 4:00 PM to 6:30 PM, Wednesday Mar 9 from 4:00 PM to 6:30 PM, Wednesday Mar 16 from 4:00 PM to 6:30 PM, Wednesday Mar 23 from 4:00 PM to 6:30 PM, Wednesday Mar 30 from 4:00 PM to 6:30 PM, Wednesday Apr 6 from 4:00 PM to 6:30 PM, Wednesday Apr 13 from 4:00 PM to 6:30 PM",,https://www.facebook.com/SaxonburgVFC/photos/a.231137293563047/5262080637135329/,"Fish and Chicken Dinners $14
Oysters April 6 and 13",,724-352-9948,,,True,,False,,True,,40.747571,-79.809181
False,"St. Peter, Slippery Rock",Church,"670 South Main Street, Slippery Rock, Pennsylvania 16057, United States",https://stfaustinaparish.org/,"Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM",,,,church hall,,,,True,,False,,False,,41.056428,-80.050693
True,Swissvale Fire Department,Fire Department,"7400 Irvine Street, Pittsburgh, PA 15218",http://swissvalefire.org/,"Wednesday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 11 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Mar 25 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM, Friday Apr 8 from 11:00 AM to 7:00 PM, Friday Apr 15 from 11:00 AM to 7:00 PM",,,,on-street parking,412-271-8787,,False,True,False,True,,True,,40.420674,-79.889398
True,Emil's Lounge,Restaurant,"414 Hawkins Avenue, Rankin, Pennsylvania 15104, United States",https://www.facebook.com/EmilsLoungePA/,"Wednesday Mar 2 from 10:00 AM to 7:00 PM, Friday Mar 4 from 10:00 AM to 8:00 PM, Friday Mar 11 from 10:00 AM to 8:00 PM, Friday Mar 18 from 10:00 AM to 8:00 PM, Friday Mar 25 from 10:00 AM to 8:00 PM, Friday Apr 1 from 10:00 AM to 8:00 PM, Friday Apr 8 from 10:00 AM to 8:00 PM, Friday Apr 15 from 10:00 AM to 8:00 PM",,https://www.facebook.com/EmilsLoungePA/photos/a.862823217103549/5020290981356731/,,,(412) 271-9911,,,True,True,True,,True,,40.413387,-79.880362
False,Heidelberg Volunteer Fire Department,Fire Department,"456 First Street, Heidelberg PA 15106",https://www.facebook.com/HVFD170/,,,,,Fire Department Social Hall. Ample parking and hall entrance is located behind the fire station.,412-276-5955,,True,True,False,False,,False,,40.391722,-80.092331
True,St. Mary (Herman),Church,"821 Herman Road, Butler, PA 16002",https://stsjjmcatholic.org/,"Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM",,https://www.facebook.com/St.MarysHermanFishFries/photos/a.254632614714777/2066371853540835/,,,,,,True,,False,,True,,40.830089,-79.81627
True,Cop Out Pierogies,Restaurant,"350 Butler Street, Etna, Pennsylvania 15223, United States",https://www.copoutpierogies.com,"Wednesday Mar 2 from 11:00 AM to 5:00 PM, Friday Mar 4 from 11:00 AM to 5:00 PM, Friday Mar 11 from 11:00 AM to 5:00 PM, Friday Mar 18 from 11:00 AM to 5:00 PM, Friday Mar 25 from 11:00 AM to 5:00 PM, Friday Apr 1 from 11:00 AM to 5:00 PM, Friday Apr 8 from 11:00 AM to 5:00 PM, Friday Apr 15 from 11:00 AM to 5:00 PM",,,,,(412) 973-0068,,True,True,,True,,True,,40.496207,-79.94406
False,Markle VFD,Fire Department,"470 Joyce St., Apollo, PA",https://www.facebook.com/markle.vfd/,"Friday Apr 15 from 3:30 PM to 7:30 PM, Friday Apr 8 from 3:30 PM to 7:30 PM, Friday Apr 1 from 3:30 PM to 7:30 PM, Friday Mar 25 from 3:30 PM to 7:30 PM, Friday Mar 18 from 3:30 PM to 7:30 PM, Friday Mar 11 from 3:30 PM to 7:30 PM, Friday Mar 4 from 3:30 PM to 7:30 PM",,,,Please come out and support both the Markle VFD and Vandergrift #1 Fire-Rescue!,724-727-7114,,,True,,False,,False,,40.571938,-79.645171
True,Hampton Township VFD #1,Fire Department,"2536 Duncan Avenue, Allison Park, Pennsylvania 15101, United States",https://www.facebook.com/Hampton-Township-VFD-1-190996607599327,"Wednesday Mar 2 from 4:30 PM to 7:00 PM, Friday Mar 4 from 4:30 PM to 7:00 PM, Friday Mar 11 from 4:30 PM to 7:00 PM, Friday Mar 18 from 4:30 PM to 7:00 PM, Friday Mar 25 from 4:30 PM to 7:00 PM, Friday Apr 1 from 4:30 PM to 7:00 PM, Friday Apr 8 from 4:30 PM to 7:00 PM, Friday Apr 15 from 12:00 PM to 7:00 PM",,https://www.facebook.com/htwpfd/photos/a.241668802532107/5101084683257137/,,,(412) 487-1114,,,True,,False,,True,,40.559664,-79.963937
True,Tree of Life Open Bible Church,Church,"1036 Brookline Boulevard, Pittsburgh, Pennsylvania 15226, United States",https://www.facebook.com/pittsburghrevival,"Friday Apr 15 from 3:45 PM to 6:30 PM, Wednesday Mar 2 from 3:45 PM to 6:30 PM, Friday Apr 8 from 3:45 PM to 6:30 PM, Friday Apr 1 from 3:45 PM to 6:30 PM, Friday Mar 25 from 3:45 PM to 6:30 PM, Friday Mar 18 from 3:45 PM to 6:30 PM, Friday Mar 11 from 3:45 PM to 6:30 PM, Friday Mar 4 from 3:45 PM to 6:30 PM",,https://www.facebook.com/pittsburghrevival/photos/a.10150112093732534/10159701081177534/,,,412-531-0590,,,True,,,,True,,40.391532,-80.016536
False,McClaren's Bar,Restaurant,"2000 Whitaker Way, Munhall, PA",https://www.facebook.com/McClarensBarPgh/,"Wednesday Mar 2 from 1:00 PM to 1:00 PM, Friday Mar 4 from 1:00 PM to 1:00 PM, Friday Mar 11 from 1:00 PM to 1:00 PM, Friday Mar 18 from 1:00 PM to 1:00 PM, Friday Mar 25 from 1:00 PM to 1:00 PM, Friday Apr 1 from 1:00 PM to 1:00 PM, Friday Apr 8 from 1:00 PM to 1:00 PM, Friday Apr 15 from 1:00 PM to 1:00 PM",,,,,412-682-9754,,False,True,True,True,True,False,,40.403115,-79.890151
False,The Epiphany of the Lord Parish,Church,"353 Pine St.  Meadville, PA 16335",https://www.epiphanymeadville.org/,,,,,,814-336-4459,,,,,,,False,,41.636206,-80.148794
True,St. Paul's Episcopal Church,Church,"1066 Washington Road, Mt. Lebanon, PA",https://www.stpaulspgh.org/,"Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM",,,,,,,,True,,False,True,True,,40.370768,-80.050178
True,Allegheny Elks Lodge #339,Unsure / N/A,"400 Cedar Avenue, Pittsburgh, Pennsylvania 15212, United States",https://www.facebook.com/alleghenyelks/,"Friday Mar 4 from 6:00 PM to 8:00 PM, Friday Mar 11 from 6:00 PM to 8:00 PM, Friday Mar 18 from 6:00 PM to 8:00 PM, Friday Mar 25 from 6:00 PM to 8:00 PM, Friday Apr 1 from 6:00 PM to 8:00 PM, Friday Apr 8 from 6:00 PM to 8:00 PM, Friday Apr 15 from 6:00 PM to 8:00 PM",,,"Large (1lb) hand-breaded fried Cod $16
Small (8oz) fried Cod $12
Large grilled Cod $16
Grilled cheese $7",Volunteer-Run*/Dine-in or take out available/Phone orders accepted/Cash only/Entertainment provided/***note: wait times may be up to 1hr 20 minutes**, (412) 321-1834,,False,True,True,False,False,True,,40.45182,-80.000835
True,St. Anne,Church,"4040 Willow Ave, Pittsburgh, Pennsylvania 15234, United States",https://www.stpaulofthecross.com/,"Wednesday Mar 2 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM",,,,Gymnasium,(412) 631-5201,,,True,,,,True,,40.36217,-80.02955
True,Blaine Hill VFC,Fire Department,"409 Oxford ave, Elizabeth, PA",https://www.facebook.com/BlaineHillVFC/,"Wednesday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM, Friday Apr 15 from 4:00 PM to 7:00 PM",,,No menu posted as of 2/23. ,,412-384-9919,,False,True,False,False,True,True,,40.272983,-79.875079
True,"Our Lady of Victory Maronite Catholic Church, Carnegie",Church,"1000 Tropical Avenue, Pittsburgh, Pennsylvania 15216, United States",https://www.olovpgh.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,https://www.facebook.com/olovpgh/photos/a.355636374522104/4778000695618961/,,,412-278-0841,,,True,,False,,True,,40.41915,-80.02575
True,St. Sava Serbian Orthodox,Church,"901 Hartman, Mckeesport, PA",https://stsavapa.org/lentenfishfry,"Friday Mar 4 from 2:00 PM to 6:00 PM, Friday Mar 11 from 2:00 PM to 6:00 PM, Friday Mar 18 from 2:00 PM to 6:00 PM, Friday Mar 25 from 2:00 PM to 6:00 PM",,https://stsavapa.org/files/Fish_Fry/MENU_StSava_McKeesport_Fish-Fry-Lent-2022.pdf,Please see menu for pricing: https://stsavapa.org/files/Fish_Fry/MENU_StSava_McKeesport_Fish-Fry-Lent-2022.pdf,** TAKE OUT ONLY - PRE-ORDER OR WALK UP **/PRE-ORDERS TAKEN WEEKLY SUN. THRU WED./PHONE 412-469-2955 (Payment by credit card only),412-664-0820,,True,True,,True,,True,,40.350403,-79.83401
True,Wilkins Township VFC #,Fire Department,"109 Powell St, East Pittsburgh, PA 15112",https://www.facebook.com/Wilkins-Township-Volunteer-Fire-Company-No-3-174495925973/,"Friday Apr 15 from 12:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,https://www.facebook.com/Wilkins-Township-Volunteer-Fire-Company-No-3-174495925973/photos/pcb.10158366365545974/10158366365470974/,,,(412)271-4000,,,True,False,False,,True,,40.41792,-79.839093
True,Logans Ferry Heights ,Fire Department,"1001 Summit Ave., New Kensington, PA 15068",http://www.lfhvfd.com/,"Friday Apr 15 from 4:00 PM to 8:00 PM, Friday Apr 8 from 4:00 PM to 8:00 PM, Friday Apr 1 from 4:00 PM to 8:00 PM, Friday Mar 25 from 4:00 PM to 8:00 PM, Friday Mar 18 from 4:00 PM to 8:00 PM, Friday Mar 11 from 4:00 PM to 8:00 PM, Friday Mar 4 from 4:00 PM to 8:00 PM, Wednesday Mar 2 from 11:30 PM to 11:30 PM",,https://www.facebook.com/160876774727510/photos/gm.1766821503514476/1107771960037982,,Social Club,,,,True,,False,,True,,40.546165,-79.749766
True,Lorenz Cafe,Restaurant,"718 Lorenz Avenue, Pittsburgh, Pennsylvania 15220, United States",http://thelorenzcafe.wixsite.com/home,"Friday Apr 15 from 12:00 PM to 11:00 PM, Friday Apr 8 from 12:00 PM to 11:00 PM, Friday Apr 1 from 12:00 PM to 11:00 PM, Friday Mar 25 from 12:00 PM to 11:00 PM, Friday Mar 18 from 12:00 PM to 11:00 PM, Friday Mar 11 from 12:00 PM to 11:00 PM, Friday Mar 4 from 12:00 PM to 11:00 PM",,,,We are located just up the hill from the West End Circle in the Elliott section of Pittsburgh. ,(412) 921-5959,,,True,True,True,,True,,40.444829,-80.039762
False,California Volunteer Fire Department,Fire Department,"1000 Wood Street, California PA 15419",https://www.facebook.com/calvfd23/,"Friday Mar 4 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM, Friday Mar 4 from 11:00 AM to 1:00 PM, Friday Mar 11 from 11:00 AM to 1:00 PM, Friday Mar 18 from 11:00 AM to 1:00 PM, Friday Mar 25 from 11:00 AM to 1:00 PM, Friday Apr 1 from 11:00 AM to 1:00 PM, Friday Apr 8 from 11:00 AM to 1:00 PM",,,,,(724) 938-9283,,False,True,False,True,,False,,40.067488,-79.889763
False,"Our Lady of Peace, Conway",Church,"1000 Third Ave. Conway, PA",https://www.greatgrouping.org/,"Friday Mar 4 from 11:00 AM to 7:00 PM, Friday Mar 18 from 11:00 AM to 7:00 PM, Friday Apr 1 from 11:00 AM to 7:00 PM",,,,,(724) 869-0230,,,True,,True,True,False,,40.660245,-80.236547
True,St. Elias Byzantine,Church,"4200 Homestead-Duquesne Road, Munhall, PA 15120",https://www.facebook.com/StEliasByzantineCatholicChurch,"Friday Mar 4 from 11:30 AM to 6:00 PM, Friday Mar 11 from 11:30 AM to 6:00 PM, Friday Mar 18 from 11:30 AM to 6:00 PM, Friday Mar 25 from 11:30 AM to 6:00 PM, Friday Apr 1 from 11:30 AM to 6:00 PM, Friday Apr 8 from 11:30 AM to 6:00 PM",,https://www.facebook.com/StEliasByzantineCatholicChurch/photos/a.177612556367465/1094232114705500/,,,412-461-9271,,True,True,False,True,,True,,40.383301,-79.895522
True,Mary Queen of Peach ,Church,"81 South 13th Street, Pittsburgh, Pennsylvania 15203, United States",,"Friday Mar 4 from 11:00 AM to 3:00 PM, Friday Mar 4 from 3:30 PM to 6:30 PM, Friday Mar 11 from 11:00 AM to 3:00 PM, Friday Mar 11 from 3:30 PM to 6:30 PM, Friday Mar 18 from 11:00 AM to 3:00 PM, Friday Mar 18 from 3:30 PM to 6:30 PM, Friday Mar 25 from 11:00 AM to 3:00 PM, Friday Mar 25 from 3:30 PM to 6:30 PM, Friday Apr 1 from 11:00 AM to 3:00 PM, Friday Apr 1 from 3:30 PM to 6:30 PM, Friday Apr 8 from 11:00 AM to 3:00 PM, Friday Apr 8 from 3:30 PM to 6:30 PM",,https://popsmm.org/documents/2022/2/Small%20Menu%202022.pdf,"    Lunch - 11am-3pm. Bagged lunch for $12 includes a fish sandwich and fries.
    Dinner - 3:30pm-6:30pm. Dinner for $14 will offer fried fish, baked fish, or fried shrimp with two sides.
","The Fish Fry will be Fridays during Lent starting March 4 at our South Side Parish Administrative Center - 81 S. 13th Street, PGH, PA 15203. Order ahead online or by phone",412-481-9390,,,True,,,,True,,40.428205,-79.984845
False,Unionville Methodist Church,Church,"1297 PA-68, Rochester, PA 15074",http://unionvilleumc.org/,"Friday Mar 4 from 4:30 PM to 7:00 PM, Friday Mar 11 from 4:30 PM to 7:00 PM, Friday Mar 18 from 4:30 PM to 7:00 PM, Friday Mar 25 from 4:30 PM to 7:00 PM, Friday Apr 1 from 4:30 PM to 7:00 PM, Friday Apr 8 from 4:30 PM to 7:00 PM, Friday Apr 15 from 3:30 PM to 6:30 PM",,,,,724-843-0862,,,True,,False,,False,,40.746226,-80.206967
False,Parkhurst Dining at Chatham University - Eden Hall (Order ahead: see notes),Other,"6035 Ridge Road, Gibsonia, Pennsylvania 15044, United States",,"Friday Mar 4 from 3:00 PM to 6:00 PM, Friday Mar 11 from 3:00 PM to 6:00 PM, Friday Mar 18 from 3:00 PM to 6:00 PM, Friday Mar 25 from 3:00 PM to 6:00 PM, Friday Apr 1 from 3:00 PM to 6:00 PM, Friday Apr 8 from 3:00 PM to 6:00 PM, Friday Apr 15 from 3:00 PM to 6:00 PM",,,,,,parkhurst@chatham.edu,,True,True,False,,False,,40.663606,-79.955869
True,Trough Creek Valley VFD,Fire Department,"103 Seminary Street, Cassville, Pennsylvania 16623, United States",https://www.facebook.com/TCV21/,"Friday Apr 8 from 4:30 PM to 6:00 PM, Friday Apr 1 from 4:30 PM to 6:00 PM, Friday Mar 25 from 4:30 PM to 6:00 PM, Friday Mar 18 from 4:30 PM to 6:00 PM, Friday Mar 11 from 4:30 PM to 6:00 PM, Friday Mar 4 from 4:30 PM to 6:00 PM",,,"Friday March 4th.    4:30 - 6:00 
          TAKE OUT ONLY
Baked or fried Haddock, mac & cheese, stewed tomatoes, applesauce  roll and dessert. 
          All for just $12.00
Preorders can be made by calling 814-448-3095 Tuesday,  Wednesday  and Thursday  from 5-7.
 Also by calling Jodi 814-599-3423",,814-448-3095,,,True,,False,,True,,40.292744,-78.025453
True,First Class Catering at the Edgewood Club ,Other,"1 Pennwood Avenue, Pittsburgh, Pennsylvania 15218, United States",https://first-class-caterers.square.site/,"Friday Mar 4 from 4:00 PM to 7:30 PM, Friday Mar 11 from 4:00 PM to 7:30 PM, Friday Mar 18 from 4:00 PM to 7:30 PM, Friday Mar 25 from 4:00 PM to 7:30 PM, Friday Apr 1 from 4:00 PM to 7:30 PM, Friday Apr 8 from 4:00 PM to 7:30 PM, Friday Apr 15 from 4:00 PM to 7:30 PM",,,,"Order for Pick Up Only - 4pm to 7pm/Court Entrance, W. Swissvale Avenue/Pierogi",,,True,True,,,True,True,,40.432241,-79.885235
False,Imperial VFD,Fire Department,"111 Pine Street, Imperial, Pennsylvania 15126, United States",http://imperialvfd.org,"Wednesday Mar 2 from 10:00 AM to 7:00 PM, Friday Mar 4 from 10:00 AM to 7:00 PM, Friday Mar 11 from 10:00 AM to 7:00 PM, Friday Mar 18 from 10:00 AM to 7:00 PM, Friday Mar 25 from 10:00 AM to 7:00 PM, Friday Apr 1 from 10:00 AM to 7:00 PM, Friday Apr 8 from 10:00 AM to 7:00 PM, Friday Apr 15 from 10:00 AM to 7:00 PM",,,,,724-695-0281 or 724-695-8845,,True,True,False,True,True,False,,40.451553,-80.24675
True,Epiphany / Divine Mercy Parish (Uptown),Church,"164 Washington Place, Pittsburgh, Pennsylvania 15219, United States",https://www.divinemercypgh.org/,"Wednesday Mar 2 from 11:00 AM to 6:00 PM, Friday Mar 4 from 11:00 AM to 6:00 PM, Friday Mar 11 from 11:00 AM to 6:00 PM, Friday Mar 18 from 11:00 AM to 6:00 PM, Friday Mar 25 from 11:00 AM to 6:00 PM, Friday Apr 1 from 11:00 AM to 6:00 PM, Friday Apr 8 from 11:00 AM to 6:00 PM",For orders over 10 sandwiches or to pay with cash call 412-471-1008./Brother Andre's Cafe Coffee and Cookies Sold Separately,https://www.divinemercypgh.org/fishfry,,Inside church hall,412-471-1008,,,True,False,True,,True,,40.43978,-79.99065
False,St. Barbara,Church,"111 Raymaley Road, Harrison City, Pennsylvania 15636, United States",https://www.stbarbara.org/Pages/default.aspx,,,,,,724-374-4555,,,True,,,,False,,40.363179,-79.648241
False,"Our Lady of Grace, Scott Township",Church,"1734 Bower Hill Road, Pittsburgh, Pennsylvania 15243, United States",https://www.olgscott.org/,"Friday Mar 4 from 4:00 PM to 7:00 PM, Friday Mar 11 from 4:00 PM to 7:00 PM, Friday Mar 18 from 4:00 PM to 7:00 PM, Friday Mar 25 from 4:00 PM to 7:00 PM, Friday Apr 1 from 4:00 PM to 7:00 PM, Friday Apr 8 from 4:00 PM to 7:00 PM",,,,,(412) 200-2694,,True,True,,False,,False,,40.372463,-80.084036
True,St. Maurice,Church,"2001 Ardmore Boulevard, Pittsburgh, Pennsylvania 15221, United States",,"Friday Apr 15 from 3:00 PM to 7:00 PM, Friday Apr 8 from 3:00 PM to 7:00 PM, Friday Apr 1 from 3:00 PM to 7:00 PM, Friday Mar 25 from 3:00 PM to 7:00 PM, Friday Mar 18 from 3:00 PM to 7:00 PM, Friday Mar 11 from 3:00 PM to 7:00 PM, Friday Mar 4 from 3:00 PM to 7:00 PM",,,"We are also offering homemade pierogis again this year for sale at the Fish
Fry! We are sourcing our pierogis from Cop Out Pierogi in Etna...they are
wonderful! We will offer potato and cheesefilled pierogis, 14 homemade pierogis
for $10. The pierogis will be sold frozen and will be available each week un%l they are sold out.",,412-723-1200,,True,True,,,,True,,40.42162,-79.85146
